label,text
arrufo,"""Fisura tipo arrufo: horizontal, profunda, 1.03 mm x 0.84 m. Se ve conectada con otras grietas. Fecha observación 2025-10-26. (registrado el 2025-10-26)"""
puntual,"""Fisura en cuña originada en un punto de apoyo; ancho 3.2  milímetros; longitud 1.13 m; continuidad: fragmentada. Fecha observación 2025-04-28."""
arrufo,"""Se observa una fisura arqueada sobre la ventana, mide 3.31  milímetros de apertura y 3.48 metros de recorrido. Orientación aproximada 69 grados. Material concreto."""
puntual,"""Fisura puntual escalonada cerca de la unión de muros. 1.45mm (aprox.) de ancho, 0.92m largo. Parece aislada, no conectada."""
arrufo,"""Fisura (posible arrufo) con 0.62 mm de ancho y 3.77 m de longitud, forma curva suave, parece profunda. Aparece sobre sobre puerta, a 98 cm del piso. Orientación ~77°. No hay abertura cercana. Material: concreto. Fecha: 2025-06-08."""
puntual,"""Grieta localizada en la esquina, formato de cuña. Ancho 1.23 mm, longitud 0.58 m. Profundidad: profunda. Fecha: 2025-03-28."""
arrufo,"""Fisura continua, parece por arqueo (arrufo). Ancho aprox 0.8 milímetros; longitud 3.94 m; ubicada en el centro del muro; humedad media."""
puntual,"""Fisura en cuña originada en un punto de apoyo; ancho 5.0 mm; longitud 1.15 m; continuidad: aislada. Fecha observación 2025-03-13."""
arrufo,"""Fisura tipo arrufo: diagonal, profunda, 0.73 mm x 1.18 m. Se ve conectada con otras grietas. Fecha observación 2025-06-14. (registrado el 2025-06-14)"""
puntual,"""Fisura puntual escalonada cerca de la unión de muros. 5.42mm de ancho, 1.29m largo. Parece aislada, no conectada. (registrado el 2025-09-27)"""
arrufo,"""Grieta (posible arrufo) con 3.24 mm de ancho y 3.55 m de longitud, forma arco, parece profunda. Aparece sobre muro central, a 11 cm del piso. Orientación ~17°. No hay abertura cercana. Material: bloque. Fecha: 2025-06-08."""
puntual,"""Fisura puntual escalonada cerca de la unión de muros. 4.04mm de ancho, 0.39m largo. Parece aislada, no conectada."""
arrufo,"""OBS: Fisura tipo arrufo: arco, profunda, 0.36 mm x 3.27 m. Se ve conectada con otras grietas. Fecha observación 2025-06-09."""
puntual,"""Pequeña fisura pero profunda en esquina inferior, 4.64 mm y 1.62 m, material tabique. Vibraciones cercanas: sí."""
arrufo,"""Grieta (posible arrufo) con 0.7 mm de ancho y 3.94 m de longitud, forma arco, parece profunda. Aparece sobre zona intermedia, a 43 cm del piso. Orientación ~97°. No hay abertura cercana. Material: bloque. Fecha observación: 2025-10-03."""
puntual,"""Grieta localizada en la esquina, formato de cuña. Ancho 1.52 mm (aprox.), longitud 0.48 m. Profundidad: profunda. Fecha: 2025-04-06."""
arrufo,"""Fisura continua, parece por arqueo (arrufo). Ancho aprox 1.12 milímetros; longitud 2.25 m; ubicada en el centro del muro; humedad baja."""
puntual,"""OBS: Rajadura puntual (posible asentamiento puntual). superficial, 1.61 mm, ubicada en canto del muro a 139 cm."""
arrufo,"""Fisura (posible arrufo) con 2.35 mm de ancho y 1.8 m de longitud, forma diagonal, parece superficial. Aparece sobre sobre ventana, a 20 cm del piso. Orientación ~142°. No hay abertura cercana. Material: ladrillo. Fecha: 2025-04-12."""
puntual,"""Fisura puntual escalonada cerca de la unión de muros. 3.01mm de ancho, 0.93m largo. Parece aislada, no conectada."""
arrufo,"""OBS: Grieta (posible arrufo) con 2.65 mm de ancho y 3.83 m de longitud, forma en arco, parece profunda. Aparece sobre sobre ventana, a 137 cm del piso. Orientación ~0°. No hay abertura cercana. Material: tabique. Fecha: 2025-03-29."""
puntual,"""Fisura en cuña originada en un punto de apoyo; ancho 4.72 mm; longitud 0.44 m; continuidad: fragmentada. Fecha observación 2025-09-18."""
arrufo,"""OBS: Fisura larga en muro central, ancho 3.3mm, largo 1.61m, curvatura evidente: no. Continuidad: continua. A 141 cm del borde. Vib.: no."""
puntual,"""Rajadura puntual (posible asentamiento puntual). profunda, 2.27 mm, ubicada en unión de muros a 140 cm."""
arrufo,"""Grieta (posible arrufo) con 2.52  milímetros de ancho y 1.03 m de longitud, forma horizontal, parece superficial. Aparece sobre panel central, a 68 cm del piso. Orientación ~54°. No hay abertura cercana. Material: tabique. Fecha: 2025-02-05."""
puntual,"""Fisura en cuña originada en un punto de apoyo; ancho 3.73 mm; longitud 0.67 m; continuidad: aislada. Fecha observación 2025-03-19."""
arrufo,"""OBS: Fisura larga en muro central, ancho 3.11mm, largo 1.39m, curvatura evidente: no. Continuidad: continua. A 108 cm del borde. Vib.: no."""
puntual,"""OBS: Pequeña fisura pero profunda en esquina inferior, 4.66 mm y 0.48 m, material bloque. Vibraciones cercanas: sí."""
arrufo,"""Fisura larga en muro central, ancho 0.53mm, largo 1.5m, curvatura evidente: sí. Continuidad: continua. A 135 cm del borde. Vib.: no."""
puntual,"""Fisura puntual escalonada cerca de la unión de muros. 3.65 milímetros de ancho, 0.35m largo. Parece aislada, no conectada."""
arrufo,"""Se observa una fisura arqueada sobre la ventana, mide 3.03  milímetros de apertura y 2.86 metros de recorrido. Orientación aproximada 88 grados. Material mampostería."""
puntual,"""Rajadura puntual (posible asentamiento puntual). superficial, 4.95  milímetros, ubicada en canto del muro a 185 cm."""
arrufo,"""Fisura continua, parece por arqueo (arrufo). Ancho aprox 0.36 milímetros; longitud 2.06 m; ubicada en el centro del muro; humedad alta."""
puntual,"""OBS: Pequeña fisura pero profunda en esquina inferior, 4.35 mm y 1.39 m, material ladrillo. Vibraciones cercanas: no."""
arrufo,"""Se observa una fisura arqueada sobre la ventana, mide 2.47 mm de apertura y 3.29 metros de recorrido. Orientación aproximada 87 grados. Material mampostería."""
puntual,"""Rajadura puntual (posible asentamiento puntual). profunda, 1.05 mm, ubicada en esquina a 16 cm."""
arrufo,"""Se observa una fisura curvada en medio del muro. Aproximadamente mide 3.0 mm."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 3.37 mm. Observada por primera vez el 2025-02-11."""
arrufo,"""Una fisura de recorrido largo apareció en medio del muro. Mide cerca de 2.24 mm de ancho."""
puntual,"""Se ve una grieta quebrada justo en la esquina. Parece puntual."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 1.44 mm. Observada por primera vez el 2025-02-23."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 4.86 mm."""
arrufo,"""Se observa una fisura larga sobre una ventana. Aproximadamente mide 2.8 mm."""
puntual,"""Se ve una grieta quebrada justo donde se juntan dos muros. Parece puntual."""
arrufo,"""Grieta curvada, aparece en medio del muro. No parece muy profunda."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 2.06 mm."""
arrufo,"""Grieta arqueada, aparece en la parte central. No parece muy profunda."""
puntual,"""Pequeña grieta abierta en la esquina en en la esquina. No parece continua."""
arrufo,"""Se observa una fisura arqueada en la parte central. Aproximadamente mide 3.1 mm."""
puntual,"""Se ve una grieta quebrada justo junto al borde. Parece puntual."""
arrufo,"""Fisura continua ubicada en la parte central. Parece por arqueo. Ancho aprox 2.83 mm."""
puntual,"""Grieta quebrada ubicada donde se juntan dos muros. Aproximadamente 1.29 mm de apertura. Observada por primera vez el 2025-05-11."""
arrufo,"""Se observa una fisura diagonal sobre una puerta. Aproximadamente mide 3.26 mm."""
puntual,"""Grieta quebrada ubicada en la base del muro. Aproximadamente 4.26 mm de apertura."""
arrufo,"""Hay una grieta larga y arqueada en la zona central. Apertura estimada 1.19 mm. Observada por primera vez el 2025-09-30."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 4.35 mm. Observada por primera vez el 2025-09-15."""
arrufo,"""Fisura continua ubicada en la parte central. Parece por arqueo. Ancho aprox 2.16 mm."""
puntual,"""Se ve una grieta quebrada justo donde se juntan dos muros. Parece puntual."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 2.68 mm. Observada por primera vez el 2025-03-06."""
puntual,"""Grieta abierta en la esquina ubicada en la base del muro. Aproximadamente 3.34 mm de apertura."""
arrufo,"""Grieta diagonal, aparece en medio del muro. No parece muy profunda."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 2.61 mm."""
arrufo,"""Grieta diagonal, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 3.5 mm."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 2.52 mm."""
puntual,"""Se ve una grieta escalonada justo en la esquina. Parece puntual."""
arrufo,"""Grieta en arco, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Se ve una grieta corta justo donde se juntan dos muros. Parece puntual."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 3.39 mm."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 4.81 mm."""
arrufo,"""Se observa una fisura curvada en la parte central. Aproximadamente mide 1.83 mm."""
puntual,"""Pequeña grieta corta en donde se juntan dos muros. No parece continua."""
arrufo,"""Grieta curvada, aparece sobre una ventana. No parece muy profunda."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 4.42 mm. Observada por primera vez el 2025-05-22."""
arrufo,"""Se observa una fisura diagonal en medio del muro. Aproximadamente mide 0.33 mm. Observada por primera vez el 2025-09-30."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 5.26 mm."""
arrufo,"""Grieta curvada, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 4.66 mm."""
arrufo,"""Una fisura de recorrido largo apareció en la parte central. Mide cerca de 0.32 mm de ancho."""
puntual,"""Se ve una grieta quebrada justo en la base del muro. Parece puntual."""
arrufo,"""Hay una grieta larga y en arco en la zona central. Apertura estimada 1.09 mm."""
puntual,"""Fisura corta pero marcada en la base del muro. Ancho estimado 5.29 mm."""
arrufo,"""Hay una grieta larga y diagonal en la zona central. Apertura estimada 2.18 mm."""
puntual,"""Fisura corta pero marcada en la base del muro. Ancho estimado 2.17 mm."""
arrufo,"""Grieta arqueada, aparece en medio del muro. No parece muy profunda."""
puntual,"""Pequeña grieta escalonada en donde se juntan dos muros. No parece continua. Observada por primera vez el 2025-03-24."""
arrufo,"""Se observa una fisura arqueada sobre una ventana. Aproximadamente mide 0.74 mm. Observada por primera vez el 2025-02-06."""
puntual,"""Grieta en cuña ubicada en la esquina. Aproximadamente 1.74 mm de apertura."""
arrufo,"""Se observa una fisura diagonal sobre una puerta. Aproximadamente mide 3.1 mm."""
puntual,"""Grieta abierta en la esquina ubicada en la base del muro. Aproximadamente 1.62 mm de apertura."""
arrufo,"""Grieta curvada, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Pequeña grieta abierta en la esquina en en la esquina. No parece continua."""
arrufo,"""Una fisura de recorrido largo apareció en medio del muro. Mide cerca de 3.22 mm de ancho."""
puntual,"""Se ve una grieta quebrada justo en la base del muro. Parece puntual."""
arrufo,"""Fisura continua ubicada en medio del muro. Parece por arqueo. Ancho aprox 2.2 mm."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 3.49 mm. Observada por primera vez el 2025-03-28."""
arrufo,"""Fisura continua ubicada sobre una puerta. Parece por arqueo. Ancho aprox 3.15 mm."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 2.09 mm."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 0.27 mm de ancho. Observada por primera vez el 2025-01-28."""
puntual,"""Se ve una grieta escalonada justo donde se juntan dos muros. Parece puntual. Observada por primera vez el 2025-05-27."""
arrufo,"""Hay una grieta larga y curvada en la zona central. Apertura estimada 1.99 mm."""
puntual,"""Fisura localizada junto al borde, apertura cercana a 1.94 mm. Observada por primera vez el 2025-03-27."""
arrufo,"""Hay una grieta larga y curvada en la zona central. Apertura estimada 2.08 mm."""
puntual,"""Fisura localizada junto al borde, apertura cercana a 1.2 mm."""
arrufo,"""Una fisura de recorrido largo apareció sobre una ventana. Mide cerca de 1.17 mm de ancho."""
puntual,"""Grieta corta ubicada en la base del muro. Aproximadamente 1.19 mm de apertura. Observada por primera vez el 2025-07-02."""
arrufo,"""Grieta en arco, aparece en medio del muro. No parece muy profunda. Observada por primera vez el 2025-09-12."""
puntual,"""Se ve una grieta abierta en la esquina justo en la esquina. Parece puntual."""
arrufo,"""Se observa una fisura arqueada sobre una ventana. Aproximadamente mide 0.44 mm. Observada por primera vez el 2025-06-19."""
puntual,"""Fisura corta pero marcada en la base del muro. Ancho estimado 1.72 mm."""
arrufo,"""Hay una grieta larga y curvada en la zona central. Apertura estimada 1.26 mm."""
puntual,"""Grieta corta ubicada en la esquina. Aproximadamente 2.53 mm de apertura."""
arrufo,"""Una fisura de recorrido largo apareció en la parte central. Mide cerca de 2.78 mm de ancho. Observada por primera vez el 2025-01-24."""
puntual,"""Pequeña grieta escalonada en junto al borde. No parece continua."""
arrufo,"""Fisura continua ubicada en medio del muro. Parece por arqueo. Ancho aprox 2.07 mm. Observada por primera vez el 2025-05-08."""
puntual,"""Pequeña grieta en cuña en donde se juntan dos muros. No parece continua."""
arrufo,"""Se observa una fisura diagonal sobre una puerta. Aproximadamente mide 1.27 mm. Observada por primera vez el 2025-08-30."""
puntual,"""Se ve una grieta abierta en la esquina justo donde se juntan dos muros. Parece puntual."""
arrufo,"""Grieta en arco, aparece en la parte central. No parece muy profunda. Observada por primera vez el 2025-07-11."""
puntual,"""Grieta corta ubicada en la base del muro. Aproximadamente 5.34 mm de apertura."""
arrufo,"""Hay una grieta larga y diagonal en la zona central. Apertura estimada 2.89 mm."""
puntual,"""Se ve una grieta corta justo donde se juntan dos muros. Parece puntual."""
arrufo,"""Se observa una fisura curvada sobre una ventana. Aproximadamente mide 2.73 mm."""
puntual,"""Fisura localizada en la base del muro, apertura cercana a 5.01 mm. Observada por primera vez el 2025-09-20."""
arrufo,"""Grieta diagonal, aparece sobre una ventana. No parece muy profunda. Observada por primera vez el 2025-11-05."""
puntual,"""Grieta quebrada ubicada junto al borde. Aproximadamente 2.51 mm de apertura."""
arrufo,"""Grieta larga, aparece sobre una ventana. No parece muy profunda."""
puntual,"""Se ve una grieta quebrada justo en la esquina. Parece puntual."""
arrufo,"""Se observa una fisura diagonal en medio del muro. Aproximadamente mide 0.47 mm. Observada por primera vez el 2025-09-17."""
puntual,"""Se ve una grieta corta justo en la esquina. Parece puntual."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 0.89 mm de ancho. Observada por primera vez el 2025-02-21."""
puntual,"""Se ve una grieta escalonada justo en la esquina. Parece puntual."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 1.48 mm."""
puntual,"""Pequeña grieta quebrada en donde se juntan dos muros. No parece continua."""
arrufo,"""Hay una grieta larga y en arco en la zona central. Apertura estimada 1.97 mm."""
puntual,"""Grieta quebrada ubicada junto al borde. Aproximadamente 2.14 mm de apertura. Observada por primera vez el 2025-10-17."""
arrufo,"""Grieta larga, aparece en medio del muro. No parece muy profunda."""
puntual,"""Pequeña grieta quebrada en junto al borde. No parece continua. Observada por primera vez el 2025-05-24."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 1.62 mm de ancho."""
puntual,"""Pequeña grieta escalonada en donde se juntan dos muros. No parece continua. Observada por primera vez el 2025-08-27."""
arrufo,"""Grieta en arco, aparece en medio del muro. No parece muy profunda."""
puntual,"""Pequeña grieta quebrada en donde se juntan dos muros. No parece continua."""
arrufo,"""Se observa una fisura diagonal sobre una ventana. Aproximadamente mide 2.1 mm."""
puntual,"""Se ve una grieta abierta en la esquina justo junto al borde. Parece puntual. Observada por primera vez el 2025-07-31."""
arrufo,"""Se observa una fisura arqueada sobre una puerta. Aproximadamente mide 0.6 mm."""
puntual,"""Se ve una grieta corta justo junto al borde. Parece puntual."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 2.9 mm de ancho."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 2.69 mm."""
arrufo,"""Se observa una fisura en arco en la parte central. Aproximadamente mide 3.49 mm."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 4.13 mm."""
arrufo,"""Una fisura de recorrido largo apareció en la parte central. Mide cerca de 2.57 mm de ancho."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 3.86 mm. Observada por primera vez el 2025-09-29."""
arrufo,"""Una fisura de recorrido largo apareció en medio del muro. Mide cerca de 1.94 mm de ancho."""
puntual,"""Se ve una grieta escalonada justo donde se juntan dos muros. Parece puntual. Observada por primera vez el 2025-03-06."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 0.46 mm."""
puntual,"""Fisura localizada en la esquina, apertura cercana a 1.14 mm."""
arrufo,"""Se observa una fisura diagonal sobre una ventana. Aproximadamente mide 2.01 mm. Observada por primera vez el 2025-04-04."""
puntual,"""Se ve una grieta escalonada justo en la esquina. Parece puntual."""
arrufo,"""Se observa una fisura diagonal en la parte central. Aproximadamente mide 1.49 mm. Observada por primera vez el 2025-05-24."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 4.69 mm."""
arrufo,"""Grieta arqueada, aparece en medio del muro. No parece muy profunda."""
puntual,"""Pequeña grieta corta en donde se juntan dos muros. No parece continua."""
arrufo,"""Grieta larga, aparece sobre una puerta. No parece muy profunda. Observada por primera vez el 2025-08-25."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 2.09 mm. Observada por primera vez el 2025-06-29."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 2.06 mm."""
puntual,"""Fisura localizada junto al borde, apertura cercana a 3.7 mm."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 0.56 mm."""
puntual,"""Grieta corta ubicada en la base del muro. Aproximadamente 2.7 mm de apertura."""
arrufo,"""Grieta arqueada, aparece en medio del muro. No parece muy profunda."""
puntual,"""Se ve una grieta escalonada justo donde se juntan dos muros. Parece puntual."""
arrufo,"""Hay una grieta larga y curvada en la zona central. Apertura estimada 1.05 mm. Observada por primera vez el 2025-08-23."""
puntual,"""Fisura localizada en la esquina, apertura cercana a 3.06 mm."""
arrufo,"""Se observa una fisura arqueada sobre una ventana. Aproximadamente mide 3.03 mm. Observada por primera vez el 2025-04-18."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 3.06 mm."""
arrufo,"""Una fisura de recorrido largo apareció sobre una ventana. Mide cerca de 1.2 mm de ancho."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 2.64 mm."""
arrufo,"""Se observa una fisura curvada en la parte central. Aproximadamente mide 0.52 mm."""
puntual,"""Grieta escalonada ubicada en la base del muro. Aproximadamente 3.46 mm de apertura."""
arrufo,"""Fisura continua ubicada en la parte central. Parece por arqueo. Ancho aprox 0.75 mm. Observada por primera vez el 2025-08-05."""
puntual,"""Se ve una grieta escalonada justo en la base del muro. Parece puntual. Observada por primera vez el 2025-01-26."""
arrufo,"""Grieta larga, aparece en medio del muro. No parece muy profunda."""
puntual,"""Se ve una grieta quebrada justo en la esquina. Parece puntual. Observada por primera vez el 2025-07-04."""
arrufo,"""Se observa una fisura arqueada sobre una puerta. Aproximadamente mide 1.0 mm."""
puntual,"""Pequeña grieta abierta en la esquina en donde se juntan dos muros. No parece continua."""
arrufo,"""Grieta larga, aparece en medio del muro. No parece muy profunda."""
puntual,"""Grieta escalonada ubicada en la base del muro. Aproximadamente 1.92 mm de apertura."""
arrufo,"""Se observa una fisura en arco sobre una ventana. Aproximadamente mide 2.47 mm. Observada por primera vez el 2025-09-25."""
puntual,"""Pequeña grieta quebrada en en la base del muro. No parece continua."""
arrufo,"""Se observa una fisura en arco en medio del muro. Aproximadamente mide 1.29 mm."""
puntual,"""Fisura corta pero marcada en la base del muro. Ancho estimado 2.94 mm. Observada por primera vez el 2025-10-02."""
arrufo,"""Fisura continua ubicada en la parte central. Parece por arqueo. Ancho aprox 1.26 mm. Observada por primera vez el 2025-01-24."""
puntual,"""Se ve una grieta abierta en la esquina justo junto al borde. Parece puntual."""
arrufo,"""Fisura continua ubicada sobre una puerta. Parece por arqueo. Ancho aprox 2.27 mm."""
puntual,"""Pequeña grieta quebrada en en la base del muro. No parece continua. Observada por primera vez el 2025-02-09."""
arrufo,"""Se observa una fisura en arco sobre una ventana. Aproximadamente mide 3.06 mm."""
puntual,"""Pequeña grieta abierta en la esquina en en la esquina. No parece continua."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 1.95 mm de ancho. Observada por primera vez el 2025-08-29."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 3.5 mm. Observada por primera vez el 2025-04-18."""
arrufo,"""Hay una grieta larga y larga en la zona central. Apertura estimada 0.52 mm."""
puntual,"""Fisura corta pero marcada en la base del muro. Ancho estimado 2.91 mm."""
arrufo,"""Hay una grieta larga y diagonal en la zona central. Apertura estimada 3.12 mm."""
puntual,"""Pequeña grieta en cuña en en la base del muro. No parece continua."""
arrufo,"""Hay una grieta larga y curvada en la zona central. Apertura estimada 1.07 mm."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 1.23 mm. Observada por primera vez el 2025-04-17."""
arrufo,"""Se observa una fisura en arco en medio del muro. Aproximadamente mide 0.86 mm."""
puntual,"""Fisura localizada en la base del muro, apertura cercana a 4.24 mm."""
arrufo,"""Grieta curvada, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 1.2 mm. Observada por primera vez el 2025-11-16."""
arrufo,"""Se observa una fisura curvada sobre una puerta. Aproximadamente mide 1.63 mm."""
puntual,"""Grieta abierta en la esquina ubicada en la base del muro. Aproximadamente 4.28 mm de apertura."""
arrufo,"""Se observa una fisura arqueada sobre una puerta. Aproximadamente mide 1.8 mm."""
puntual,"""Pequeña grieta corta en en la base del muro. No parece continua."""
arrufo,"""Fisura continua ubicada sobre una puerta. Parece por arqueo. Ancho aprox 0.42 mm."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 3.41 mm."""
arrufo,"""Se observa una fisura en arco en la parte central. Aproximadamente mide 2.62 mm."""
puntual,"""Pequeña grieta corta en junto al borde. No parece continua."""
arrufo,"""Se observa una fisura diagonal sobre una ventana. Aproximadamente mide 2.44 mm."""
puntual,"""Pequeña grieta abierta en la esquina en en la esquina. No parece continua. Observada por primera vez el 2025-06-14."""
arrufo,"""Hay una grieta larga y arqueada en la zona central. Apertura estimada 2.06 mm."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 1.34 mm."""
arrufo,"""Se observa una fisura arqueada sobre una puerta. Aproximadamente mide 1.07 mm."""
puntual,"""Pequeña grieta corta en en la base del muro. No parece continua."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 1.2 mm. Observada por primera vez el 2025-08-07."""
puntual,"""Pequeña grieta quebrada en donde se juntan dos muros. No parece continua."""
arrufo,"""Hay una grieta larga y curvada en la zona central. Apertura estimada 2.44 mm."""
puntual,"""Grieta en cuña ubicada en la esquina. Aproximadamente 3.24 mm de apertura. Observada por primera vez el 2025-02-10."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 0.95 mm."""
puntual,"""Pequeña grieta corta en en la esquina. No parece continua."""
arrufo,"""Grieta curvada, aparece en la parte central. No parece muy profunda."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 3.04 mm."""
arrufo,"""Se observa una fisura curvada en medio del muro. Aproximadamente mide 1.19 mm. Observada por primera vez el 2025-07-27."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 3.35 mm."""
arrufo,"""Hay una grieta larga y larga en la zona central. Apertura estimada 2.03 mm."""
puntual,"""Fisura localizada donde se juntan dos muros, apertura cercana a 1.92 mm."""
arrufo,"""Una fisura de recorrido largo apareció sobre una ventana. Mide cerca de 1.39 mm de ancho. Observada por primera vez el 2025-07-27."""
puntual,"""Se ve una grieta corta justo junto al borde. Parece puntual."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 3.32 mm de ancho."""
puntual,"""Fisura localizada junto al borde, apertura cercana a 5.16 mm."""
arrufo,"""Fisura continua ubicada en medio del muro. Parece por arqueo. Ancho aprox 2.27 mm. Observada por primera vez el 2025-10-24."""
puntual,"""Fisura localizada en la base del muro, apertura cercana a 3.1 mm."""
arrufo,"""Grieta arqueada, aparece en la parte central. No parece muy profunda. Observada por primera vez el 2025-06-09."""
puntual,"""Fisura corta pero marcada en la esquina. Ancho estimado 5.38 mm."""
arrufo,"""Una fisura de recorrido largo apareció sobre una puerta. Mide cerca de 1.46 mm de ancho. Observada por primera vez el 2025-08-09."""
puntual,"""Se ve una grieta corta justo en la base del muro. Parece puntual."""
arrufo,"""Grieta en arco, aparece en la parte central. No parece muy profunda."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 1.06 mm."""
arrufo,"""Grieta diagonal, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Pequeña grieta corta en en la base del muro. No parece continua."""
arrufo,"""Se observa una fisura en arco sobre una puerta. Aproximadamente mide 2.42 mm."""
puntual,"""Pequeña grieta quebrada en en la base del muro. No parece continua."""
arrufo,"""Una fisura de recorrido largo apareció en la parte central. Mide cerca de 3.4 mm de ancho. Observada por primera vez el 2025-07-11."""
puntual,"""Fisura localizada en la esquina, apertura cercana a 2.96 mm. Observada por primera vez el 2025-08-27."""
arrufo,"""Hay una grieta larga y diagonal en la zona central. Apertura estimada 2.55 mm."""
puntual,"""Fisura corta pero marcada junto al borde. Ancho estimado 3.36 mm."""
arrufo,"""Fisura continua ubicada sobre una ventana. Parece por arqueo. Ancho aprox 1.78 mm."""
puntual,"""Grieta abierta en la esquina ubicada junto al borde. Aproximadamente 1.78 mm de apertura. Observada por primera vez el 2025-03-21."""
arrufo,"""Se observa una fisura larga sobre una ventana. Aproximadamente mide 1.9 mm."""
puntual,"""Grieta abierta en la esquina ubicada en la esquina. Aproximadamente 1.91 mm de apertura."""
arrufo,"""Se observa una fisura arqueada en la parte central. Aproximadamente mide 1.44 mm. Observada por primera vez el 2025-03-07."""
puntual,"""Grieta en cuña ubicada junto al borde. Aproximadamente 3.8 mm de apertura."""
arrufo,"""Hay una grieta larga y larga en la zona central. Apertura estimada 2.13 mm."""
puntual,"""Fisura localizada junto al borde, apertura cercana a 2.84 mm."""
arrufo,"""Fisura continua ubicada en la parte central. Parece por arqueo. Ancho aprox 2.18 mm."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 1.28 mm."""
arrufo,"""Hay una grieta larga y en arco en la zona central. Apertura estimada 1.15 mm."""
puntual,"""Se ve una grieta corta justo junto al borde. Parece puntual. Observada por primera vez el 2025-08-19."""
arrufo,"""Grieta diagonal, aparece sobre una puerta. No parece muy profunda."""
puntual,"""Se ve una grieta quebrada justo junto al borde. Parece puntual."""
arrufo,"""Una fisura de recorrido largo apareció sobre una ventana. Mide cerca de 2.2 mm de ancho."""
puntual,"""Pequeña grieta abierta en la esquina en en la esquina. No parece continua."""
arrufo,"""Se observa una fisura en arco en la parte central. Aproximadamente mide 1.41 mm. Observada por primera vez el 2025-07-15."""
puntual,"""Grieta quebrada ubicada donde se juntan dos muros. Aproximadamente 1.98 mm de apertura."""
arrufo,"""Se observa una fisura arqueada sobre una ventana. Aproximadamente mide 3.2 mm."""
puntual,"""Fisura corta pero marcada donde se juntan dos muros. Ancho estimado 2.65 mm."""
arrufo,"""Fisura continua ubicada sobre una puerta. Parece por arqueo. Ancho aprox 2.38 mm."""
